"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","ENVCAUSE (CODE)","ENVCAUSE (DISPLAY)","ENVCAUSE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HUN","Hungary","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","52[ 39–65]","51.94413","38.86401","64.54034","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IDN","Indonesia","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","35[ 27–42]","34.85756","27.47894","42.17609","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IND","India","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","30[ 24–35]","29.86407","23.84033","34.84847","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IND","India","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","60[ 51–70]","60.16966","50.84362","69.73302","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","IRL","Ireland","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","2[ 0–4]","1.83544","0.36741","4.27563","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","IRN","Iran (Islamic Republic of)","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","4[ 3–5]","3.56011","2.61207","4.62431","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","IRN","Iran (Islamic Republic of)","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","2[ 1–2]","1.69135","1.03418","2.42484","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","IRQ","Iraq","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","3[ 2–4]","2.62317","1.73670","3.52143","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ISL","Iceland","","MLE","Male","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 0–2]","1.10566","0.31156","2.31595","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ISR","Israel","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","7[ 4–10]","6.88792","4.26526","9.78395","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ITA","Italy","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","22[ 12–32]","21.56595","12.14428","32.16467","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ITA","Italy","","MLE","Male","","ENVCAUSE114","Stroke","","8[ 4–16]","7.92812","3.99699","15.86593","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","JAM","Jamaica","","FMLE","Female","","ENVCAUSE113","Ischaemic heart disease","","11[ 7–15]","10.74007","7.29441","14.88425","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","ENVCAUSE114","Stroke","","9[ 6–14]","9.21511","6.01156","14.03059","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","JOR","Jordan","","MLE","Male","","ENVCAUSE114","Stroke","","5[ 4–6]","4.73197","3.66955","6.09006","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","JPN","Japan","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","2[ 1–4]","2.44964","1.14368","4.16620","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KAZ","Kazakhstan","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 0–3]","1.15237","0.45117","2.57692","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","KEN","Kenya","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","26[ 22–30]","25.90257","21.63274","29.50013","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","KEN","Kenya","","FMLE","Female","","ENVCAUSE068","Trachea, bronchus, lung cancers","","0[ 0–1]","0.47506","0.38143","0.55272","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KGZ","Kyrgyzstan","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","6[ 4–9]","6.20674","3.61350","8.85486","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KGZ","Kyrgyzstan","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","43[ 30–59]","43.31495","30.35955","58.57023","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KHM","Cambodia","","MLE","Male","","ENVCAUSE039","Lower respiratory infections","","28[ 24–33]","28.47351","23.70476","32.62601","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KHM","Cambodia","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","21[ 18–24]","20.94596","18.20621","23.54760","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KHM","Cambodia","","FMLE","Female","","ENVCAUSE114","Stroke","","31[ 26–36]","31.23937","26.46995","36.23864","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KIR","Kiribati","","BTSX","Both sexes","","ENVCAUSE113","Ischaemic heart disease","","26[ 23–29]","25.93214","22.80021","28.84050","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","ENVCAUSE114","Stroke","","17[ 15–20]","17.26896","14.86230","19.58478","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KOR","Republic of Korea","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","6[ 3–11]","6.30595","3.23126","10.96591","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","KWT","Kuwait","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","1[ 1–2]","1.49334","0.99099","1.99738","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","30[ 26–34]","30.28149","25.72376","34.05403","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","4[ 3–5]","4.42933","3.43770","5.27728","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","LBN","Lebanon","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","3[ 2–4]","2.70247","1.85011","3.62481","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","LBN","Lebanon","","BTSX","Both sexes","","ENVCAUSE068","Trachea, bronchus, lung cancers","","3[ 2–4]","2.78614","1.63905","4.07408","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LBR","Liberia","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","46[ 40–52]","46.41208","39.62764","52.04144","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LBR","Liberia","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","13[ 11–14]","12.58043","10.83621","14.30764","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","LBY","Libya","","FMLE","Female","","ENVCAUSE039","Lower respiratory infections","","5[ 4–6]","4.62093","3.55629","5.75427","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","LBY","Libya","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","6[ 5–7]","6.05192","4.86899","7.47821","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","LCA","Saint Lucia","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","11[ 7–17]","11.02436","7.49705","16.78897","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","LKA","Sri Lanka","","BTSX","Both sexes","","ENVCAUSE114","Stroke","","17[ 13–21]","16.63111","12.61512","20.74604","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LSO","Lesotho","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","18[ 15–21]","17.52814","14.64574","20.60014","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","LTU","Lithuania","","MLE","Male","","ENVCAUSE113","Ischaemic heart disease","","58[ 42–74]","57.94678","42.00277","73.77809","","",""
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","LUX","Luxembourg","","BTSX","Both sexes","","ENVCAUSE039","Lower respiratory infections","","2[ 1–4]","1.87022","0.53109","3.86696","","",""
